Time	Analog in 1	Analog in 2
15500	0,04	10,46
15600	0,04	10,51
15700	0,04	10,56
15800	0,04	10,60
15900	0,04	10,63
16000	0,04	10,68
16100	0,04	10,72
16200	0,04	10,75
16300	0,04	10,80
16400	0,04	10,84
16500	0,04	10,89
16600	0,04	10,92
16700	0,04	10,96
16800	0,04	11,01
16900	0,04	11,04
17000	0,04	11,07
17100	0,04	11,12
17200	0,04	11,16
17300	0,04	11,19
17400	0,04	11,24
17500	0,04	11,28
17600	0,04	11,31
17700	0,04	11,34
17800	0,04	11,40
17900	0,04	11,42
18000	0,04	11,47
18100	0,04	11,51
18200	0,04	11,54
18300	0,04	11,57
18400	0,04	11,62
18500	0,04	11,65
18600	0,04	11,68
18700	0,04	11,72
18800	0,04	11,75
18900	0,04	11,80
19000	0,04	11,83
19100	0,04	11,86
19200	0,04	11,89
19300	0,04	11,94
19400	0,04	11,97
19500	0,04	12,01
19600	0,04	12,04
19700	0,04	12,07
19800	0,04	12,10
19900	0,05	12,15
20000	0,04	12,18
20100	0,05	12,21
20200	0,04	12,25
20300	0,05	12,27
20400	0,05	12,31
20500	0,05	12,34
20600	0,05	12,38
20700	0,05	12,41
20800	0,05	12,45
20900	0,05	12,47
21000	0,05	12,50
21100	0,05	12,53
21200	0,05	12,56
21300	0,05	12,60
21400	0,05	12,63
21500	0,05	12,66
21600	0,05	12,69
21700	0,05	12,72
21800	0,06	12,75
21900	0,05	12,78
22000	0,06	12,81
22100	0,06	12,86
22200	0,06	12,86
22300	0,06	12,91
22400	0,06	12,94
22500	0,05	12,98
22600	0,06	13,00
22700	0,06	13,03
22800	0,06	13,06
22900	0,06	13,09
23000	0,06	13,12
23100	0,06	13,13
23200	0,06	13,18
23300	0,06	13,19
23400	0,06	13,22
23500	0,05	13,25
23600	0,06	13,28
23700	0,06	13,32
23800	0,05	13,35
23900	0,06	13,38
24000	0,06	13,39
24100	0,05	13,42
24200	0,06	13,47
24300	0,05	13,48
24400	0,05	13,51
24500	0,06	13,53
24600	0,06	13,56
24700	0,06	13,59
24800	0,06	13,62
24900	0,05	13,63
25000	0,06	13,66
25100	0,06	13,69
25200	0,06	13,72
25300	0,06	13,74
25400	0,06	13,77
25500	0,06	13,79
25600	0,06	13,82
25700	0,06	13,85
25800	0,06	13,88
25900	0,06	13,89
26000	0,06	13,92
26100	0,06	13,95
26200	0,06	13,97
26300	0,06	14,00
26400	0,06	14,03
26500	0,06	14,06
26600	0,06	14,07
26700	0,06	14,09
26800	0,06	14,12
26900	0,06	14,15
27000	0,06	14,16
27100	0,06	14,19
27200	0,06	14,21
27300	0,06	14,23
27400	0,05	14,26
27500	0,05	14,29
27600	0,06	14,30
27700	0,05	14,33
27800	0,06	14,35
27900	0,05	14,38
28000	0,06	14,39
28100	0,06	14,42
28200	0,05	14,44
28300	0,05	14,47
28400	0,05	14,50
28500	0,05	14,51
28600	0,05	14,53
28700	0,06	14,56
28800	0,06	14,57
28900	0,06	14,60
29000	0,06	14,62
29100	0,06	14,65
29200	0,06	14,67
29300	0,06	14,68
29400	0,06	14,70
29500	0,06	14,73
29600	0,06	14,76
29700	0,06	14,77
29800	0,06	14,79
29900	0,06	14,80
30000	0,06	14,83
30100	0,06	14,85
30200	0,06	14,86
30300	0,06	14,89
30400	0,06	14,91
30500	0,07	14,94
30600	0,07	14,95
30700	0,07	14,98
30800	0,07	14,98
30900	0,07	15,01
31000	0,07	15,03
31100	0,07	15,04
31200	0,07	15,06
31300	0,07	15,09
31400	0,07	15,10
31500	0,07	15,14
31600	0,07	15,15
31700	0,07	15,17
31800	0,07	15,18
31900	0,07	15,21
32000	0,07	15,23
32100	0,07	15,24
32200	0,07	15,26
32300	0,07	15,29
32400	0,07	15,30
32500	0,07	15,32
32600	0,07	15,33
32700	0,07	15,35
32800	0,07	15,36
32900	0,07	15,39
33000	0,07	15,41
33100	0,07	15,42
33200	0,07	15,44
33300	0,07	15,45
33400	0,07	15,48
33500	0,07	15,50
33600	0,07	15,50
33700	0,07	15,53
33800	0,07	15,54
33900	0,08	15,56
34000	0,07	15,57
34100	0,07	15,61
34200	0,07	15,61
34300	0,07	15,64
34400	0,07	15,65
34500	0,07	15,67
34600	0,07	15,68
34700	0,07	15,70
34800	0,07	15,71
34900	0,07	15,73
35000	0,07	15,74
35100	0,07	15,77
35200	0,07	15,77
35300	0,07	15,80
35400	0,07	15,80
35500	0,07	15,83
35600	0,06	15,85
35700	0,07	15,85
35800	0,07	15,88
35900	0,07	15,89
36000	0,07	15,91
36100	0,07	15,92
36200	0,07	15,92
36300	0,07	15,95
36400	0,07	15,97
36500	0,06	15,98
36600	0,07	16,00
36700	0,07	16,01
36800	0,06	16,01
36900	0,06	16,05
37000	0,06	16,06
37100	0,06	16,08
37200	0,06	16,09
37300	0,06	16,09
37400	0,06	16,11
37500	0,06	16,14
37600	0,07	16,15
37700	0,06	16,15
37800	0,06	16,17
37900	0,06	16,18
38000	0,06	16,20
38100	0,06	16,21
38200	0,06	16,23
38300	0,06	16,24
38400	0,06	16,26
38500	0,06	16,27
38600	0,07	16,27
38700	0,06	16,29
38800	0,06	16,30
38900	0,06	16,32
39000	0,06	16,33
39100	0,06	16,35
39200	0,06	16,36
39300	0,06	16,38
39400	0,06	16,39
39500	0,06	16,41
39600	0,06	16,41
39700	0,06	16,42
39800	0,06	16,44
39900	0,06	16,44
40000	0,06	16,47
40100	0,06	16,47
40200	0,06	16,48
40300	0,06	16,50
40400	0,06	16,52
40500	0,06	16,53
40600	0,05	16,55
40700	0,06	16,56
40800	0,06	16,56
40900	0,06	16,58
41000	0,06	16,59
41100	0,06	16,61
41200	0,06	16,62
41300	0,06	16,62
41400	0,06	16,64
41500	0,06	16,64
41600	0,06	16,67
41700	0,05	16,67
41800	0,06	16,68
41900	0,06	16,70
42000	0,06	16,70
42100	0,06	16,73
42200	0,06	16,74
42300	0,06	16,74
42400	0,06	16,76
42500	0,06	16,76
42600	0,06	16,79
42700	0,06	16,79
42800	0,06	16,79
42900	0,06	16,80
43000	0,06	16,82
43100	0,06	16,83
43200	0,06	16,85
43300	0,06	16,86
43400	0,06	16,86
43500	0,06	16,88
43600	0,06	16,88
43700	0,06	16,91
43800	0,06	16,91
43900	0,06	16,91
44000	0,06	16,92
44100	0,06	16,94
44200	0,06	16,94
44300	0,06	16,97
44400	0,06	16,97
44500	0,06	16,99
44600	0,06	16,99
44700	0,06	17,00
